Province,Temple Name
กาฬสิน,วัดพุทธมงคล
กาฬสิน,วัดสว่างอัมพวัน
กาฬสิน,วัดเสริมชัยศรี
กาฬสิน,วัดห้วยเสือเต้น
กาฬสิน,วัดกลางมาลัย
กาฬสิน,วัดกัลยาณบริหาร
กาฬสิน,วัดไตรภูมิ
กาฬสิน,วัดนาแก้วนิเวศน์
กาฬสิน,วัดชัยศรี
กาฬสิน,วัดดงสวาง
กาฬสิน,วัดดอนผึ้ง
กาฬสิน,วัดบ้านโนนศิลา
กาฬสิน,วัดม่วงกุญชร
กาฬสิน,วัดไสยทอง
กาฬสิน,วัดคำเชียงวัน
กาฬสิน,วัดโคกไส
กาฬสิน,วัดนามน
กาฬสิน,วัดโป่งแดง
กาฬสิน,วัดสว่างเทพนาวราราม
กาฬสิน,วัดสังข์ปทุมมาลา
กาฬสิน,วัดคำชมภู
กาฬสิน,วัดถ้ำปลา
กาฬสิน,วัดนาสีนวล
กาฬสิน,วัดสระปทุม
กาฬสิน,วัดเวฬุวัน
กาฬสิน,วัดอรุณรังษีวราราม
กาฬสิน,วัดฉันทนิมิตร
กาฬสิน,วัดเจริญธรรม
กาฬสิน,วัดสักกวัน
กาฬสิน,วัดมณีศิลาราม
กาฬสิน,วัดสันติธรรม
กาฬสิน,วัดพุทธนิมิต
กาฬสิน,วัดป่านาสีนวล
กาฬสิน,วัดโคกเครือ
กาฬสิน,วัดหนองโน
กาฬสิน,วัดหนองไม้ตาย
กาฬสิน,วัดห้วยยางดง
กาฬสิน,วัดคำขาม
กาฬสิน,วัดโพธิ์ทอง
กาฬสิน,วัดหนองริวหนัง
กาฬสิน,วัดหนองหอไตร
กาฬสิน,วัดคำไฮ
กาฬสิน,วัดพวงมณีวรรณ
กาฬสิน,วัดสว่างกุงศรี
กาฬสิน,วัดสะอาดนาดี
กาฬสิน,วัดไชยวาร
กาฬสิน,วัดมงคลคำศรี
กาฬสิน,วัดหนองบัว
กาฬสิน,วัดหนองหิน
กาฬสิน,วัดแสงทองบูรณราม
กาฬสิน,วัดหนองสามขา
กาฬสิน,วัดอรุณเรืองศรี
กาฬสิน,วัดป่าสนามชัย
กาฬสิน,วัดป่าอรัญญิกาวาส
กาฬสิน,วัดสว่างศรีคงคา
กาฬสิน,วัดหนองสวง
กาฬสิน,วัดเทพญาณนิมิตร
กาฬสิน,วัดตลาดม่วง
กาฬสิน,วัดบ้านคำม่วง
กาฬสิน,วัดประสิทธิ์โพธิ์ชัย
กาฬสิน,วัดพรหมวิหาร
กาฬสิน,วัดสุทธาวาส
กาฬสิน,วัดหนองอีบุตร
กาฬสิน,วัดทุ่งสว่างโพธิ์ไทร
กาฬสิน,วัดปิยะมงคล
กาฬสิน,วัดอัมพวันบ้านผึ้ง
กาฬสิน,วัดนิคมห้วยผึ้ง
กาฬสิน,วัดสว่างนภา
กาฬสิน,วัดป่าบ้านผึ้ง
กาฬสิน,วัดป่ามุจลินท์
กาฬสิน,วัดป่าศรัทธาธรรม
กาฬสิน,วัดป่าเรไลนาค้อ
กาฬสิน,วัดสะอาดศิลป์หนองปะโอ
กาฬสิน,วัดหนองแวงดง
กาฬสิน,วัดหนองแวงศรีสวัสดิ์
กาฬสิน,วัดอภิสิทธิ์หนองแวงม่วง
กาฬสิน,วัดอุทัยกุดโดน
กาฬสิน,วัดบูรพาคำมะโฮ
กาฬสิน,วัดสว่างคำเหมือดแก้ว
กาฬสิน,วัดเหนือคำมันปลา
กาฬสิน,วัดบูรพาห้วยยาง
กาฬสิน,วัดโพธิ์ชัยคำใหญ่
กาฬสิน,วัดบูรพาหนองกุง
กาฬสิน,วัดนางนวล
กาฬสิน,วัดบุบผานาสีนวล
กาฬสิน,วัดเพิ่มวิลัยยางเนียม
กาฬสิน,วัดมงคลหนองแสง
กาฬสิน,วัดมุจรินทาราม
กาฬสิน,วัดสว่างชัยศรี
กาฬสิน,วัดอุดมผลพิมูล
กาฬสิน,วัดกลางห้วยเม็ก
กาฬสิน,วัดธรรมพิทักษ์
กาฬสิน,วัดสว่างพิชัยกุดท่าลือ
กาฬสิน,วัดสุวรรณาราม
กาฬสิน,วัดบูรพาโคกล่าม
กาฬสิน,วัดศรีบุญเรืองโคกกลาง
กาฬสิน,วัดศรีสะอาดห้วยมะทอ
กาฬสิน,วัดอินเขียนหนองโน
กาฬสิน,วัดป่าบ้านคำใหญ่
กาฬสิน,วัดโพธิพุทธคุณ
กาฬสิน,วัดป่าหนองรัง
